time,ADM1_EN,ADM2_EN,lon,lat,precipitationCal,PROV_CODE,time2,time3
2021-03-02 00:00:00,Alaotra Mangoro,Ambatondrazaka,48.45000208979068,-17.93043385381284,0.011153092,3.0,2021-03-02,03-02
2021-03-02 00:00:00,Alaotra Mangoro,Amparafaravola,48.34750175476074,-17.437499046325684,0.04544726,3.0,2021-03-02,03-02
2021-03-02 00:00:00,Alaotra Mangoro,Andilamena,48.33593988418579,-16.718749523162842,1.4839561,3.0,2021-03-02,03-02
2021-03-02 00:00:00,Alaotra Mangoro,Anosibe-An'ala,48.120835622151695,-19.50833257039388,0.026378721,3.0,2021-03-02,03-02
2021-03-02 00:00:00,Alaotra Mangoro,Moramanga,48.253228341379476,-18.817741147933468,0.030386997,3.0,2021-03-02,03-02
2021-03-02 00:00:00,Amoron I Mania,Ambatofinandrahana,46.302176434060804,-20.493477614029594,2.8423328,2.0,2021-03-02,03-02
2021-03-02 00:00:00,Amoron I Mania,Ambositra,47.307694948636566,-20.59615267240084,0.008817403,2.0,2021-03-02,03-02
2021-03-02 00:00:00,Amoron I Mania,Fandriana,47.444739291542454,-20.27105170802066,0.009806513,2.0,2021-03-02,03-02
2021-03-02 00:00:00,Amoron I Mania,Manandriana,47.02500343322754,-20.774999618530273,0.03191677,2.0,2021-03-02,03-02
2021-03-02 00:00:00,Analamanga,Ambohidratrimo,47.433336893717446,-18.683331807454426,0.03192648,1.0,2021-03-02,03-02
2021-03-02 00:00:00,Analamanga,Andramasina,47.742858341761995,-19.299998692103795,0.0,1.0,2021-03-02,03-02
2021-03-02 00:00:00,Analamanga,Anjozorobe,47.741894593109954,-18.1986482981089,0.010961934,1.0,2021-03-02,03-02
2021-03-02 00:00:00,Analamanga,Ankazobe,47.039395997018524,-18.16666620427912,0.24029274,1.0,2021-03-02,03-02
2021-03-02 00:00:00,Analamanga,Antananarivo Atsimondrano,47.48333867390951,-19.016666412353516,0.096666664,1.0,2021-03-02,03-02
2021-03-02 00:00:00,Analamanga,Antananarivo Avaradrano,47.607145581926616,-18.878571101597377,0.20213091,1.0,2021-03-02,03-02
2021-03-02 00:00:00,Analamanga,Manjakandriana,47.788461245023285,-18.826922196608322,0.0,1.0,2021-03-02,03-02
2021-03-02 00:00:00,Analanjirofo,Fenerive Est,49.19231033325195,-17.1538452735314,0.0076923072,3.0,2021-03-02,03-02
2021-03-02 00:00:00,Analanjirofo,Mananara-Avaratra,49.498650525067305,-16.23648584211195,0.54624677,3.0,2021-03-02,03-02
2021-03-02 00:00:00,Analanjirofo,Maroantsetra,49.480359486171174,-15.478569984436035,0.15234585,3.0,2021-03-02,03-02
