time,ADM1_EN,ADM2_EN,precipitation,time2,time3
2023-03-10 09:00:00,Boeny,Marovoay,0.00948595562595469,2023-03-10,03-10
2023-03-10 09:00:00,Boeny,Mitsinjo,0.102141256251517,2023-03-10,03-10
2023-03-10 09:00:00,Boeny,Soalala,0.108424819973152,2023-03-10,03-10
2023-03-10 09:00:00,Bongolava,Fenoarivobe,0.093338778092792,2023-03-10,03-10
2023-03-10 09:00:00,Bongolava,Tsiroanomandidy,0.163484357185583,2023-03-10,03-10
2023-03-10 09:00:00,Diana,Ambanja,0.0264420423297953,2023-03-10,03-10
2023-03-10 09:00:00,Diana,Ambilobe,0.0536845047765328,2023-03-10,03-10
2023-03-10 09:00:00,Diana,Antsiranana I,7.78667163103819E-06,2023-03-10,03-10
2023-03-10 09:00:00,Diana,Antsiranana II,0.00169044366080521,2023-03-10,03-10
2023-03-10 09:00:00,Diana,Nosy-Be,0.000112721434561536,2023-03-10,03-10
2023-03-10 09:00:00,Haute Matsiatra,Ambalavao,0.744886690153397,2023-03-10,03-10
2023-03-10 09:00:00,Haute Matsiatra,Ambohimahasoa,0.53005762876889,2023-03-10,03-10
2023-03-10 09:00:00,Haute Matsiatra,Fianarantsoa I,0.296614288410638,2023-03-10,03-10
2023-03-10 09:00:00,Haute Matsiatra,Ikalamavony,1.34289866697174,2023-03-10,03-10
2023-03-10 09:00:00,Haute Matsiatra,Isandra,0.763365484684155,2023-03-10,03-10
2023-03-10 09:00:00,Haute Matsiatra,Lalangina,0.359526879464587,2023-03-10,03-10
2023-03-10 09:00:00,Haute Matsiatra,Vohibato,0.638131000959363,2023-03-10,03-10
2023-03-10 09:00:00,Ihorombe,Iakora,0.162245484847134,2023-03-10,03-10
2023-03-10 09:00:00,Ihorombe,Ihosy,0.349971387835623,2023-03-10,03-10
2023-03-10 09:00:00,Ihorombe,Ivohibe,0.325681153009339,2023-03-10,03-10
2023-03-10 09:00:00,Itasy,Arivonimamo,0.622852339001838,2023-03-10,03-10
2023-03-10 09:00:00,Itasy,Miarinarivo,0.636977823300351,2023-03-10,03-10
2023-03-10 09:00:00,Itasy,Soavinandriana,0.647931925746996,2023-03-10,03-10
2023-03-10 09:00:00,Melaky,Ambatomainty,0.0643072953353999,2023-03-10,03-10
2023-03-10 09:00:00,Melaky,Antsalova,0.124249129587609,2023-03-10,03-10
2023-03-10 09:00:00,Melaky,Besalampy,0.0600854146183532,2023-03-10,03-10
2023-03-10 09:00:00,Melaky,Maintirano,0.0702632968438723,2023-03-10,03-10
2023-03-10 09:00:00,Melaky,Morafenobe,0.0420215296421628,2023-03-10,03-10
2023-03-10 09:00:00,Menabe,Belo Sur Tsiribihina,0.285838605737594,2023-03-10,03-10
2023-03-10 09:00:00,Menabe,Mahabo,0.835716319537093,2023-03-10,03-10
2023-03-10 09:00:00,Menabe,Manja,0.621862274702812,2023-03-10,03-10
2023-03-10 09:00:00,Menabe,Miandrivazo,0.174972586765367,2023-03-10,03-10
2023-03-10 09:00:00,Menabe,Morondava,0.40813065709032,2023-03-10,03-10
2023-03-10 09:00:00,Sava,Andapa,0.27272540425435,2023-03-10,03-10
2023-03-10 09:00:00,Sava,Antalaha,1.60337553097533,2023-03-10,03-10
2023-03-10 09:00:00,Sava,Sambava,0.164885816815047,2023-03-10,03-10
2023-03-10 09:00:00,Sava,Vohemar,0.207193439881049,2023-03-10,03-10
2023-03-10 09:00:00,Sofia,Analalava,0.00183736663375509,2023-03-10,03-10
2023-03-10 09:00:00,Sofia,Antsohihy,0.00746350893438453,2023-03-10,03-10
2023-03-10 09:00:00,Sofia,Bealanana,0.0205450938966741,2023-03-10,03-10
